ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC4692,R150,7.55,456,2023-12-02
TC4693,R182,2.68,434,2018-07-31
TC4694,R119,3.37,96,2018-08-30
TC4695,R086,9.31,209,2024-11-27
TC4696,R246,5.11,204,2016/10/28
TC4697,R167,5.37,167,2023-03-15
TC4698,R447,8.54,477,2017-08-27
TC4699,R173,6.36,246,2018-05-22
TC4700,R488,6.77,490,2017-10-01
TC4701,R437,9.56,393,2023-11-07
TC4702,R286,3.92,363,2023-12-05
TC4703,R105,9.5,369,2019-10-08
TC4704,R100,4.88,176,2024-07-04
TC4705,R304,6.57,437,2020-04-17
TC4706,R006,5.86,141,2016/11/08
TC4707,R338,5.45,140,2021-04-11
TC4708,R089,4.43,152,2022-02-24
TC4709,R102,8.65,128,2017-06-19
TC4710,R323,3.35,197,2023-01-07
TC4711,R133,9.05,468,2017-10-16
TC4712,R419,9.33,316,2021-07-20
TC4713,R002,1.15,206,2017-05-16
TC4714,R010,5.45,214,2022-02-01
TC4715,R364,7.91,215,2016/12/31
TC4716,R097,7.27,217,2016/09/19
TC4717,R296,1.85,104,2022-08-13
TC4718,R367,5.14,245,2017-08-02
TC4719,R250,6.78,481,2022-10-27
TC4720,R035,4.09,266,2019-12-31
TC4721,R483,8.86,420,2017-05-10
TC4722,R260,1.09,256,2020-05-06
TC4723,R379,5.01,275,2020-11-30
TC4724,R002,3.89,453,2021-07-28
TC4725,R251,8.28,487,2016/12/04
TC4726,R442,4.1,334,2018-12-02
TC4727,R479,9.73,64,2021-05-26
TC4728,R388,8.58,95,2024-05-31
TC4729,R157,5.05,234,2019-08-04
TC4730,R305,2.04,109,2023-11-09
TC4731,R469,4.27,349,2022-09-02
TC4732,R325,5.51,110,2021-08-30
TC4733,R487,5.08,215,2019-04-26
TC4734,R427,7.58,472,2019-09-14
TC4735,R362,3.02,387,2018-11-19
TC4736,R079,4.23,389,2019-04-25
TC4737,R149,6.02,368,2024-01-28
TC4738,R080,9.1,345,2020-08-29
TC4739,R358,1.79,328,2024-06-02
TC4740,R067,2.9,326,2023-03-21
TC4741,R137,2.74,233,2018-11-03
TC4742,R365,8.3,321,2017-08-23
TC4743,R288,6.51,326,2021-12-10
TC4744,R220,6.96,264,2017-12-19
TC4745,R411,9.39,482,2019-12-21
TC4746,R041,1.49,348,2017-04-29
TC4747,R161,9.5,385,2024-12-27
TC4748,R461,2.83,321,2022-05-22
TC4749,R357,3.43,318,2020-10-29
TC4750,R124,6.31,330,2020-10-18
TC4751,R168,9.21,390,2017-04-17
TC4752,R354,3.82,229,2017-09-29
TC4753,R312,7.76,448,2017-06-04
TC4754,R361,8.84,459,2024-02-03
TC4755,R415,9.56,431,2016/08/24
TC4756,R216,7.93,253,2021-08-13
TC4757,R341,5.31,419,2020-09-17
TC4758,R066,2.47,229,2018-10-30
TC4759,R146,2.19,198,2023-08-01
TC4760,R417,2.94,135,2024-01-21
TC4761,R240,9.27,155,2016/03/25
TC4762,R021,2.07,253,2018-01-03
TC4763,R198,9.19,186,2017-11-28
TC4764,R472,6.68,98,2019-05-27
TC4765,R293,5.6,440,2024-07-10
TC4766,R268,7.15,189,2016/03/28
TC4767,R133,4.9,297,2018-12-11
TC4768,R134,7.27,112,2017-12-21
TC4769,R234,4.0,456,2024-05-19
TC4770,R011,3.02,265,2016/03/02
TC4771,R289,1.15,78,2023-01-02
TC4772,R457,7.24,55,2018-03-05
TC4773,R490,2.76,221,2019-02-09
TC4774,R428,9.6,396,2019-03-13
TC4775,R389,6.85,189,2024-12-09
TC4776,R409,4.65,81,2023-12-17
TC4777,R313,1.55,300,2024-10-05
TC4778,R013,1.67,470,2017-11-27
TC4779,R337,5.72,138,2016/12/01
TC4780,R243,1.11,57,2023-08-01
TC4781,R304,2.15,348,2024-08-31
TC4782,R145,2.44,388,2016/09/18
TC4783,R134,9.04,465,2021-07-17
TC4784,R073,6.06,153,2017-09-28
TC4785,R367,4.4,326,2017-04-13
TC4786,R354,9.29,190,2017-07-17
TC4787,R059,4.47,314,2020-03-30
TC4788,R316,8.3,148,2021-03-25
TC4789,R449,3.12,263,2016/09/24
TC4790,R378,8.0,149,2020-08-04
TC4791,R164,9.22,466,2021-06-12
TC4792,R068,6.33,195,2024-10-01
TC4793,R377,2.59,120,2022-11-18
TC4794,R369,9.92,195,2019-09-05
TC4795,R196,4.83,452,2018-03-16
TC4796,R166,8.36,108,2022-09-25
TC4797,R210,3.31,263,2016/05/23
TC4798,R315,8.17,83,2023-10-03
TC4799,R299,9.27,170,2021-09-03
TC4800,R009,5.52,490,2019-12-08
TC4801,R477,4.11,333,2020-04-29
TC4802,R213,4.51,80,2022-03-20
TC4803,R234,5.46,169,2019-03-11
TC4804,R401,6.01,242,2018-09-18
TC4805,R089,2.01,281,2023-06-15
TC4806,R237,3.47,232,2018-03-12
TC4807,R417,7.86,398,2016/08/02
TC4808,R175,6.66,118,2022-12-30
TC4809,R414,6.94,202,2021-10-17
TC4810,R302,7.7,162,2016/11/15
TC4811,R309,3.93,144,2018-06-04
TC4812,R451,3.43,141,2019-09-01
TC4813,R367,3.64,349,2017-06-19
TC4814,R405,2.19,195,2023-04-10
TC4815,R117,4.46,80,2016/11/04
TC4816,R027,3.38,73,2021-11-09
TC4817,R136,1.9,251,2018-10-21
TC4818,R437,3.86,223,2018-07-25
TC4819,R388,9.21,467,2020-01-02
TC4820,R123,3.62,362,2024-10-17
TC4821,R058,6.34,223,2016/09/29
TC4822,R005,8.23,425,2024-05-06
TC4823,R345,9.72,456,2017-09-25
TC4824,R223,4.34,303,2020-03-01
TC4825,R349,8.32,110,2020-11-14
TC4826,R238,5.96,124,2024-07-22
TC4827,R116,2.88,201,2020-12-28
TC4828,R056,2.78,112,2021-12-12
TC4829,R434,5.41,116,2019-09-03
TC4830,R303,3.3,184,2022-02-14
TC4831,R231,2.88,150,2016/09/27
TC4832,R398,6.1,499,2018-07-26
TC4833,R021,6.76,422,2017-10-29
TC4834,R286,7.03,409,2022-03-16
TC4835,R401,5.08,234,2023-11-23
TC4836,R121,9.42,466,2016/05/15
TC4837,R083,9.59,499,2020-08-18
TC4838,R040,2.66,118,2018-07-20
TC4839,R366,2.08,463,2018-08-02
TC4840,R205,1.72,240,2018-07-23
TC4841,R267,6.64,268,2017-05-26
TC4842,R268,3.84,451,2018-05-03
TC4843,R160,2.47,341,2016/11/28
TC4844,R392,2.53,377,2020-07-25
TC4845,R369,3.32,293,2024-06-23
TC4846,R206,9.11,76,2016/03/26
TC4847,R075,7.92,138,2023-07-20
TC4848,R075,1.69,53,2023-04-09
TC4849,R049,9.04,255,2020-04-15
TC4850,R004,7.33,317,2022-05-30
TC4851,R337,2.55,499,2016/11/13
TC4852,R489,8.07,387,2023-11-02
TC4853,R476,5.4,307,2020-01-02
TC4854,R032,6.89,167,2024-11-02
TC4855,R441,1.67,154,2019-12-14
TC4856,R361,4.51,63,2024-11-21
TC4857,R434,6.91,191,2021-12-28
TC4858,R459,4.93,261,2021-04-10
TC4859,R067,1.03,166,2023-10-09
TC4860,R348,4.83,456,2021-05-26
TC4861,R467,9.57,382,2024-01-23
TC4862,R395,7.17,123,2023-07-03
TC4863,R218,5.77,363,2016/06/29
TC4864,R121,1.83,353,2016/12/07
TC4865,R367,2.68,181,2022-11-16
TC4866,R235,5.65,378,2017-11-21
TC4867,R299,2.38,119,2020-01-08
TC4868,R111,7.53,470,2023-01-21
TC4869,R180,2.78,477,2022-05-30
TC4870,R192,7.78,261,2023-04-28
TC4871,R412,5.35,419,2022-05-18
TC4872,R096,4.66,445,2020-05-23
TC4873,R372,3.42,416,2023-11-01
TC4874,R062,6.03,57,2019-05-06
TC4875,R294,5.65,69,2022-10-15
TC4876,R415,1.9,442,2023-11-18
TC4877,R168,4.36,485,2024-11-01
TC4878,R196,9.49,312,2023-11-07
TC4879,R059,3.53,188,2016/09/03
TC4880,R036,5.15,500,2023-06-06
TC4881,R374,1.24,499,2018-02-23
TC4882,R171,5.4,244,2020-04-01
TC4883,R188,8.03,368,2022-06-03
TC4884,R080,6.52,318,2021-09-18
TC4885,R237,8.98,186,2021-11-19
TC4886,R016,1.93,250,2019-08-25
TC4887,R061,5.55,133,2017-09-18
TC4888,R054,1.89,245,2016/10/24
TC4889,R283,4.13,212,2018-02-08
TC4890,R306,6.85,358,2022-05-22
TC4891,R417,2.5,259,2023-09-18
TC4892,R047,5.98,114,2020-06-08
TC4893,R471,9.69,131,2017-12-27
TC4894,R278,3.27,454,2022-09-25
TC4895,R159,4.59,286,2021-12-07
TC4896,R416,8.34,187,2021-02-07
TC4897,R307,3.92,252,2023-01-13
TC4898,R190,3.04,295,2023-03-09
TC4899,R213,7.58,336,2021-11-12
TC4900,R026,2.4,365,2019-06-27
TC4901,R034,6.61,338,2016/10/25
TC4902,R006,1.53,231,2018-03-13
TC4903,R281,4.33,324,2019-09-09
TC4904,R075,7.36,194,2020-04-28
TC4905,R180,2.25,126,2021-05-15
TC4906,R453,4.75,239,2020-02-23
TC4907,R157,4.03,317,2016/12/30
TC4908,R149,2.03,446,2024-10-25
TC4909,R128,4.03,469,2018-09-01
TC4910,R384,3.29,424,2024-04-03
TC4911,R254,2.43,356,2021-03-30
TC4912,R358,1.72,62,2025-01-18
TC4913,R224,5.27,370,2023-08-31
TC4914,R346,3.27,398,2022-08-29
TC4915,R207,5.76,459,2020-10-29
TC4916,R287,4.13,162,2019-04-19
TC4917,R401,4.98,67,2021-01-11
TC4918,R491,5.13,80,2022-04-11
TC4919,R088,8.24,380,2017-08-07
TC4920,R008,1.29,469,2022-03-15
TC4921,R405,9.99,462,2020-11-26
TC4922,R345,6.05,451,2023-01-06
TC4923,R054,4.72,126,2019-05-19
TC4924,R301,9.42,460,2020-05-16
TC4925,R208,4.29,327,2021-01-26
TC4926,R125,7.77,214,2019-07-28
TC4927,R244,4.26,400,2021-09-20
TC4928,R264,1.97,408,2017-03-27
TC4929,R118,7.71,79,2019-04-22
TC4930,R272,3.95,425,2023-11-27
TC4931,R368,8.96,75,2017-09-18
TC4932,R184,7.34,210,2025-01-09
TC4933,R161,7.31,164,2019-07-05
TC4934,R181,3.26,341,2016/01/26
TC4935,R244,1.89,81,2020-06-15
TC4936,R189,7.34,460,2022-11-07
TC4937,R482,6.57,144,2019-01-17
TC4938,R344,3.39,117,2017-06-30
TC4939,R080,8.71,421,2023-05-29
TC4940,R407,4.16,381,2018-05-06
TC4941,R117,2.33,351,2017-03-20
TC4942,R476,9.31,278,2017-12-08
TC4943,R296,4.63,228,2023-04-11
TC4944,R312,9.09,159,2022-07-07
TC4945,R361,3.85,50,2024-01-31
TC4946,R025,7.05,122,2021-03-28
TC4947,R359,1.22,51,2023-05-16
TC4948,R329,3.74,399,2018-08-05
TC4949,R259,8.03,456,2016/07/25
TC4950,R379,6.41,270,2024-05-16
TC4951,R498,6.16,440,2024-11-15
TC4952,R259,1.65,135,2020-02-16
TC4953,R356,1.63,100,2020-09-11
TC4954,R274,8.36,381,2021-08-21
TC4955,R320,3.9,157,2019-08-26
TC4956,R357,2.17,339,2018-10-29
TC4957,R008,9.1,273,2016/08/20
TC4958,R178,5.91,374,2023-11-19
TC4959,R415,4.45,422,2024-03-31
TC4960,R429,6.85,243,2024-07-27
TC4961,R135,4.97,282,2017-08-15
TC4962,R285,5.34,316,2021-03-22
TC4963,R478,2.06,495,2018-11-24
TC4964,R284,2.38,184,2021-10-06
TC4965,R353,8.66,94,2023-12-14
TC4966,R078,7.28,374,2017-08-04
TC4967,R386,6.47,63,2020-04-21
TC4968,R106,4.42,454,2017-07-18
TC4969,R322,9.85,346,2017-09-26
TC4970,R234,7.03,201,2024-07-18
TC4971,R336,2.38,447,2024-05-12
TC4972,R359,4.73,409,2018-06-03
TC4973,R355,8.93,157,2021-10-09
TC4974,R212,1.98,378,2016/01/27
TC4975,R258,7.46,107,2022-03-05
TC4976,R149,3.66,81,2018-08-04
TC4977,R005,6.63,340,2021-05-15
TC4978,R428,6.39,270,2018-01-29
TC4979,R268,7.31,192,2016/05/20
TC4980,R339,7.98,382,2016/03/26
TC4981,R337,2.64,493,2022-08-04
TC4982,R294,3.6,64,2019-11-01
TC4983,R452,3.06,409,2023-06-17
TC4984,R150,3.14,373,2020-08-03
TC4985,R444,9.37,197,2022-02-01
TC4986,R448,4.05,453,2022-04-18
TC4987,R439,7.69,53,2019-04-28
TC4988,R475,1.19,166,2020-10-03
TC4989,R023,6.47,116,2020-01-02
TC4990,R046,2.0,243,2021-04-06
TC4991,R168,3.72,148,2023-05-18
TC4992,R445,3.67,351,2019-03-07
TC4993,R125,6.92,452,2021-12-07
TC4994,R247,9.45,334,2023-12-13
TC4995,R224,4.2,261,2019-03-28
TC4996,R054,6.05,420,2024-01-09
TC4997,R335,1.68,260,2024-05-16
TC4998,R127,2.11,112,2016/01/03
TC4999,R230,8.61,161,2022-03-09
TC5000,R468,7.28,404,2019-06-04
